,Sentence,Tokenized,Class,Label,Label tokenized,,
767," formálny kuv ktorými pod?a zabezpe?ených podkladov na identifikáciu/overenie identifikácia kuv spolo?nosti ako pvs, sú: meno a priezvisko dátum štátna trvalý pobyt verejný narodenia príslušnos? (84 ods"," formálny kuv zabezpe?ený podkladov identifikáciu/overenie identifikácia kuv spolo?nos? pvs , by? : meno priezvisko dátum štátna trvalý pobyt verejný narodenie príslušnos? ( 84 ods ",statutar,0,0,,
768, c) zrpvs: - os identifikovala totožnos? osôb zapísaných namiesto kuv prostredníctvom ob?ianskeho preukazu: - skuto?nosti uvedené vo verifika?nom dokumente zodpovedajú stavu skuto?ne zistenému zo strany os - nemá vz?ah k spolo?nosti pod?a ustanovenia $ 19 zrpvs," vyhlásenie os os súvislos? zárove? vyhlasuje , : - identifikácia overovaní identifikácie kuv spolo?nos? osoba zapísaný namiesto kuv os kona? postupovala nestranne odborný starostlivos?ou , pri?om ú?el vyhotovenia verifika?ného dokument zaobstarala dostupné informácia : - os nema? ma? vedomos? skuto?nos? , verejní funkcionári vykonávajúci funkcia slovenský republike , by? sú?as? vlastnícky štruktúry riadiacej štruktúry spolo?nos? rámec skuto?ností uvedený verifika?nom dokument : uvedeného dôvod nie by? os schopný ozna?i? takýto prípadnú verejnú funkcia , predpoklada? ustanovenie $ 11 ods . 6 písm . c ) zrpvs : - os identifikovala totožnos? osoba zapísaný namiesto kuv prostredníctvom ob?ianskeho preukazu : - skuto?nos? uvedený verifika?nom dokument zodpoveda? stav skuto?ne zistenému strana os - nema? vz?ah spolo?nos? ustanovenie $ 19 zrpvs ",statutar,2,2,,
769, predmetom tohto vetifika?ného dokumentu je identifikácia kuv pvs (?alej len „kuv „kuv“) pod?a ustanovenia $ 11 ods, predmet vetifika?ného dokument by? identifikácia kuv pvs ( ?alej „ kuv „ kuv “ ) ustanovenie $ 11 ods ,statutar,0,0,,
770,") som ako os v zmysle uvedeného postupu, identifikovala ako kuv nasledovné osoby: vzh?adom na skuto?nos?, že pvs je organizácia so 100 % majetkovou ú?as?ou štátu, ktorý je jej jediným zria?ovate?om, tak pvs nesp??a kritéria pre ur?enie kuv v zmysle $ 6a ods", podklady identifikácia kuv $ 11 ods . 5 písm . ) zorpvs 11 . — opravená osoba ú?elom identifikácie kuv zaobstarala nasledovné podklady dokument : ) menovací dekrét ing ,statutar,2,0,,
771, riadiaca a dozorná ~truktñra pvs: vmkuv riaditef 1," ) by? os zmysel uvedeného postupu , identifikovala kuv nasledovné osoba : vzh?ad skuto?nos? , pvs by? organizácia 100 % majetkovou ú?as?ou štát , by? jediný zria?ovate?om , pvs nesp??a kritéria ur?enie kuv zmysel $ 6a ods ",statutar,0,2,,
772," o ochrane pred legaliziciou prijmov z trestnej &nnosfl a ochrane pred financovanim terorizmu a o zmene a dopineni niektor9 zákonov (d’alej len ,,zdkon t~ 297/2008 som ako os v zmysle uvedeného postupu, identifikovala ako kuv nasledovnd osoby: \tzhl’adom na skutoénost’, ~e pvs je organizácia so 100 o/~ majetkovou oéast’ou ~tátu, ktor~ je jej jedin~m zriad’ovatel’om, tak pvs nesp??a kritéria pre urdenie kuv v zmysle § 6a ods", podklady identifikácia kuv podl’a § 11 ods . 5 pism . ) zorpvs 11 . 1 . opravená osoba üéelom identifikácie kuv zaobstarala nasledovnd podklady dokument : ) menovaci dekrdt ing ,statutar,2,0,,
773," 4 zorpvs, a teda nevznikla povinnost’ preukazovat’ spinenie podmienok na zipis vmkuv do registra", riadiaca dozorná ~truktñra pvs : vmkuv riaditef 1 ,statutar,0,0,,
774, tento veriftka~nt dokument bol vypracovanj os v sülade so zlkonom o registri pvs ta üéelom identifikicie kuv a tvori priohu k nlvrhu na zipis pvs do registra pvs," ochrane legaliziciou prijmov trestný &nnosfl ochrane financovanim terorizmus zmena dopineni niektor9 zákon ( d’alej , , zdkon t~ 297/2008 by? os zmysel uvedeného postupu , identifikovala kuv nasledovnd osoba : \tzhl’adom skutoénost’ , ~e pvs by? organizácia 100 o/~ majetkovou oéastiou ~tátu , ktor~ by? jedin~m zriad’ovatel’om , pvs nesp??a kritéria urdenie kuv zmysel § 6a ods ",statutar,0,0,,
775, predmetom tohto vetifika?ného dokumentu je identifikácia kuv pvs (?alej len „kuv „kuv“) pod?a ustanovenia $ 11 ods," 1 . os vyhiasuje , ~e pvs nie by? pvs podia § 4 ods . 4 zorpvs , nevzniknú? povinnosty preukazovat’ spinenie podmienka zipis vmkuv register ",statutar,0,0,,
776,") som ako os v zmysle uvedeného postupu, identifikovala ako kuv nasledovné osoby: vzh?adom na skuto?nos?, že pvs je organizácia so 100 % majetkovou ú?as?ou štátu, ktorý je jej jediným zria?ovate?om, tak pvs nesp??a kritéria pre ur?enie kuv v zmysle $ 6a ods", veriftka~nt dokument by? vypracovanj os sülade zlkonom registri pvs üéelom identifikicie kuv tvori priohu nlvrhu zipis pvs register pvs ,statutar,2,0,,
777," predmetom tohto veriflka~neho dokumentu je identifikácia kuv pvs ~‘a1ej len ,,konejqj u~ipate? vjhod’~ ~kut/’) podl’a ustanovenia § 11 ods", predmet vetifika?ného dokument by? identifikácia kuv pvs ( ?alej „ kuv „ kuv “ ) ustanovenie $ 11 ods ,statutar,0,0,,
778,"2017 i) originily preukazov totoanosti kuv pvs, ktoréos preverila a identifikovala osoby na nich uvedené j) dohoda o zmene pracovnej zmluvy zo dna 29"," ) by? os zmysel uvedeného postupu , identifikovala kuv nasledovné osoba : vzh?ad skuto?nos? , pvs by? organizácia 100 % majetkovou ú?as?ou štát , by? jediný zria?ovate?om , pvs nesp??a kritéria ur?enie kuv zmysel $ 6a ods ",statutar,0,2,,
779," o ochrane pred legaliziciou prijmov z trestnej &nnosfl a ochrane pred financovanim terorizmu a o zmene a dopineni niektor9 zákonov (d’alej len ,,zdkon t~ 297/2008 som ako os v zmysle uvedeného postupu, identifikovala ako kuv nasledovnd osoby: \tzhl’adom na skutoénost’, ~e pvs je organizácia so 100 o/~ majetkovou oéast’ou ~tátu, ktor~ je jej jedin~m zriad’ovatel’om, tak pvs nesp??a kritéria pre urdenie kuv v zmysle § 6a ods"," 1 . predmet veriflka~neho dokument by? identifikácia kuv pvs ~‘a1ej , , konejqj u~ipate ? vjhod’~ ~ kut/’ ) podl’a ustanovenie § 11 ods ",statutar,2,0,,
780,", ako vmkuvos (pvs), ktorého do funkcie pr amo ustanovuje ftlt","2017 ) originily preukazov totoanosti kuv pvs , ktoréos preverila identifikovala osoba uvedený j ) dohoda zmena pracovnej zmluva dno 29 ",statutar,0,0,,
781, tento veriftka~nt dokument bol vypracovanj os v sülade so zlkonom o registri pvs ta üéelom identifikicie kuv a tvori priohu k nlvrhu na zipis pvs do registra pvs," ochrane legaliziciou prijmov trestný &nnosfl ochrane financovanim terorizmus zmena dopineni niektor9 zákon ( d’alej , , zdkon t~ 297/2008 by? os zmysel uvedeného postupu , identifikovala kuv nasledovnd osoba : \tzhl’adom skutoénost’ , ~e pvs by? organizácia 100 o/~ majetkovou oéastiou ~tátu , ktor~ by? jedin~m zriad’ovatel’om , pvs nesp??a kritéria urdenie kuv zmysel § 6a ods ",statutar,0,2,,
782, ," , vmkuvos ( pvs ) , funkcia pr amo ustanovova? ftlt ",statutar,0,0,,
783, , veriftka~nt dokument by? vypracovanj os sülade zlkonom registri pvs üéelom identifikicie kuv tvori priohu nlvrhu zipis pvs register pvs ,statutar,0,0,,
784," o registri pvs a o zmene a doplnení niektorých zákonov v znení neskorších predpisov [0]e ted fe to [teo (?alej len „zákon“) comparex slovakia cal ejfe [?e dunajská 7114/15, 811 08 bratislava, slovenská republika [ee] 31 400 671 zápis obchodný register okresného súdu bratislava i, oddiel: sro, vložka vmkuv [0]etej te [tee ?"," registri pvs zmena doplnení zákon znení neskorý predpis [0]e ted fe [teo ( ?alej „ zákon “ ) comparex slovakia cal ejfe [?e dunajská 7114/15 , 811 08 bratislava , slovenský republika [ee] 31 400 671 zápis obchodný register okresného súd bratislava , oddiel : sro , vložka vmkuv [0]etej te [tee ? ",statutar,0,0,,
785," vmkuv pvs sú: a) kuv, konate?, trvale bytom kubelíkova 56, 130 00 praha 3, ?eská republika, nar"," vmkuv pvs by? : ) kuv , konate? , trvale bytom kubelíkova 56 , 130 00 praha 3 , ?eská republika , nar ",statutar,0,0,,
786," konate?mi pvs sú kuv a tomáš belavý, ktorí konajú za pvs vždy dvaja spolo?ne"," konate?mi pvs by? kuv tomáš belavý , kona? pvs vždy dva spolo?ne ",statutar,0,0,,
787,"4 zhrnutie na základe vyššie uvedeného, ako aj poskytnutých informácií, príslušných dotazníkov, ?estných vyhlásení, dokumentov predložených zo strany pvs averejne dostupných informácií, os zistila, že pvs je nepriamo výlu?ne ovládaný emitentom cenných papierov, spolo?nos?ou softwareone holding, ktorá podlieha požiadavkám na uverej?ovanie informácií pod?a medzinárodných noriem a preto sa namiesto kuv pvs do registra pvs pod?a 8 4 ods","4 zhrnutie základ vysoko uvedeného , poskytnutý informácia , príslušný dotazníkov , ?estných vyhlásení , dokument predložených strana pvs averejne dostupný informácia , os zisti? , pvs by? nepriamo výlu?ne ovládaný emitentom cenných papier , spolo?nos? softwareone holding , podlieha požiadavka uverej?ovanie informácia medzinárodný noriem namiesto kuv pvs register pvs 8 4 ods ",statutar,2,2,,
788," pvs s ?a podmienky na zápis vmkuv namiesto kuv pvs pretože softwareone holding ako jediná osoba, ktorá pvs nepriamo výlu?ne ovláda je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverej?ovanie informácií pod?a medzinárodných noriem"," pvs ?a podmienka zápis vmkuv namiesto kuv pvs softwareone holding jediný osoba , pvs nepriamo výlu?ne ovláda by? emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverej?ovanie informácia medzinárodný noriem ",statutar,2,2,,
789, verejni funkcionári vo vlastníckej alebo riadiacej struktúre pvs 5 splnenie podmienok na zápis vmkuv v prípade emitenta cenných papierov prijatých na obchodovanie na regulovanom trhu 6," veronika pázmánvová , prokuristka 4 . verejni funkcionári vlastnícky riadiacej struktúre pvs 5 splnenie podmienka zápis vmkuv prípad emitenta cenných papier prijatých obchodovanie regulovanom trh 6 ",statutar,0,0,,
790," vmkuv pvs s[: a) kuv, konatel', trvale bytom kubelikova 56, 130 00 praha 3, eeskd republika, nar"," vmkuv pvs s[ : ) kuv , konatel ' , trvale bytom kubelikova 56 , 130 00 praha 3 , eeskd republika , nar ",statutar,0,0,,
791," konatel'mi pvs s0 kuv a tomi5 belavf, ktori konaj0 za pvs vzdy dvaja spolodne", 3 . 1 pvs 1 . ldentifikadn6 udaje 1 . 1 . pvs 2 . ldentifik6cia kuv pvs 1 ,statutar,0,0,,
792,"4 zhrnutie na zdklade vyssie uveden6ho, ako aj poskytnutfch informdci[, prlslusnfch dotaznlkov, destnfch vyhl6seni, dokumentov predlozenfch zo strany pvs a verejne dostupnfch inform6cil, os zistila, ze pvs je nepriamo vfludne ovl6danf emitentom cennfch papierov, spolodnost'ou softwareone holding, ktor6 podlieha poziadavk6m na uverejiovanie informscii podl'a medzindrodnfch noriem a preto sa namiesto kuv pvs do registra pvs podl'a $ 4 ods"," konatel'mi pvs s0 kuv tomi5 belavf , ktori konaj0 pvs vzdy dva spolodne ",statutar,2,0,,
793," pvs s os vyhlasuje, 2e pri identifik6cii kuv pvs postupovala nestranne, s odbornou starostlivost'ou a v5etky skutodnosti uveden6 v tomto verifikadnom dokumente zodpovedaj0 frou zisten6mu skutodn6mu stavu","4 zhrnutie zdklade vyssie uveden6ho , poskytnutfch informdci[ , prlslusnfch dotaznlkov , destnfch vyhl6seni , dokument predlozenfch strana pvs verejne dostupnfch inform6cil , os zisti? , ze pvs by? nepriamo vfludne ovl6danf emitentom cennfch papier , spolodnost'ou softwareone holding , ktor6 podlieha poziadavk6m uverejiovanie informscii podl'a medzindrodnfch noriem namiesto kuv pvs register pvs podl'a $ 4 ods ",statutar,0,2,,
794, verejnifunkcioniri vo vlastnickej alebo riadiacej strukt0re pvs splnenie podmienok na z6pis vmkuv v pripade emitenta cennich papierov prijatlich na obchodovanie na regulovanom trhu 5 6," pvs os vyhlasuje , 2e identifik6cii kuv pvs postupovala nestranne , odborný starostlivost'ou v5etky skutodnosti uveden6 verifikadnom dokument zodpovedaj0 frou zisten6mu skutodn6mu stav ",statutar,0,0,,
795," 9431/b kuv, konate? kuv, konate? (?alej len „pvs glatzová 8 co", 4 . verejnifunkcioniri vlastnicke riadiacej strukt0re pvs splnenie podmienka z6pis vmkuv pripade emitenta cennich papier prijatlich obchodovanie regulovanom trh 5 6 ,statutar,0,0,,
796," o ochrane pred legalizáciou príjmov z trestnej ?innosti a o ochrane pred financovaním terorizmu a o zmene a doplnení niektorých zákonov v znení neskorších predpisov (?alej len „zákon o ochrane pred legalizáciou“) os zistila, že namiesto kuv pvs sa do registra pvs pod?a 8 4 ods"," 9431/b kuv , konate? kuv , konate? ( ?alej „ pvs glatzová 8 co ",statutar,2,0,,
797," vmkuv pvs sú: a) kuv, konate?, trvale bytom kubelíkova 56, 130 00 praha 3, ?eská republika, nar"," ochrane legalizácia príjem trestný ?innos? ochrane financovaním terorizmus zmena doplnení zákon znení neskorý predpis ( ?alej „ zákon ochrane legalizácia “ ) os zisti? , namiesto kuv pvs register pvs 8 4 ods ",statutar,0,2,,
798, ldentifikácia kuv pvs 3," vmkuv pvs by? : ) kuv , konate? , trvale bytom kubelíkova 56 , 130 00 praha 3 , ?eská republika , nar ",statutar,0,0,,
799," konate?mi pvs sú kuv a tomáš belavý, ktorí konajú za pvs vždy dvaja spolo?ne"," os 2 . ldentifikácia kuv pvs 3 . vlastnícka riadiaca štruktúra pvs odôvodnenie oprávnená spolo?nos? akci náro iede matt softwareo fungujúcej softw 6370 reg aj?iarskej agj od?a ivale dku aj?iarsk ávneho spolo?nos? softw reon rska konfederácia zapís akcie pierov ftwareon six swiss m akcio vaj?iars ng ag , bchodn iding nge “ ) 3 ",statutar,0,0,,
800,"4 zhrnutie na základe vyššie uvedeného, ako aj poskytnutých informácií, príslušných dotazníkov, ?estných vyhlásení, dokumentov predložených zo strany pvs averejne dostupných informácií, os zistila, že pvs je nepriamo výlu?ne ovládaný emitentom cenných papierov, spolo?nos?ou softwareone holding, ktorá podlieha požiadavkám na uverej?ovanie informácií pod?a medzinárodných noriem a preto sa namiesto kuv pvs do registra pvs pod?a 8 4 ods"," konate?mi pvs by? kuv tomáš belavý , kona? pvs vždy dva spolo?ne ",statutar,2,0,,
801, 5 zákona zapíšu vmkuv ktorými sú konatelia pvs uvedení vyššie,"4 zhrnutie základ vysoko uvedeného , poskytnutý informácia , príslušný dotazníkov , ?estných vyhlásení , dokument predložených strana pvs averejne dostupný informácia , os zisti? , pvs by? nepriamo výlu?ne ovládaný emitentom cenných papier , spolo?nos? softwareone holding , podlieha požiadavka uverej?ovanie informácia medzinárodný noriem namiesto kuv pvs register pvs 8 4 ods . 5 zákon zapíšu vmkuv by? konatelia pvs uvedenie vysoko ",statutar,2,2,,
802," pvs s ?a podmienky na zápis vmkuv namiesto kuv pvs pretože softwareone holding ako jediná osoba, ktorá pvs nepriamo výlu?ne ovláda je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverej?ovanie informácií pod?a medzinárodných noriem"," pvs ?a podmienka zápis vmkuv namiesto kuv pvs softwareone holding jediný osoba , pvs nepriamo výlu?ne ovláda by? emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverej?ovanie informácia medzinárodný noriem ",statutar,2,2,,
803," os vyhlasuje, že pri identifikácii kuv pvs postupovala nestranne, s odbornou starostlivos?ou a všetky skuto?nosti uvedené v tomto verifika?nom dokumente zodpovedajú ?ou zistenému skuto?nému stavu"," os vyhlasuje , identifikácii kuv pvs postupovala nestranne , odborný starostlivos?ou skuto?nos? uvedený verifika?nom dokument zodpoveda? zistenému skuto?nému stav ",statutar,0,0,,
804," o ochrane pred legaliz6ciou pr'rjmov z trestnej dinnosti a o ochrane pred financovanlm terorizmu a o zmene a doplnenl niektonfch z6konov v zneni neskor5lch predpisov (d'alej len ,,z6kon o ochrane pred legaliz6ciou"") os zistila, ze namiesto kuv pvs sa do registra pvs podl'a $ 4 ods"," ochrane legaliz6ciou pr'rjmov trestný dinnosti ochrane financovanlm terorizmus zmena doplnenl niektonfch zvkonov zneni neskor5lch predpis ( d'alej , , z6kon ochrane legaliz6ciou "" ) os zisti? , ze namiesto kuv pvs register pvs podl'a $ 4 ods ",statutar,2,2,,
805," vmkuv pvs s[: a) kuv, konatel', trvale bytom kubelikova 56, 130 00 praha 3, eeskd republika, nar"," vmkuv pvs s[ : ) kuv , konatel ' , trvale bytom kubelikova 56 , 130 00 praha 3 , eeskd republika , nar ",statutar,0,0,,
806, ldentifik6cia kuv pvs 1, 1 . pvs 2 . ldentifik6cia kuv pvs 1 ,statutar,0,0,,
807," konatel'mi pvs s0 kuv a tomi5 belavf, ktori konaj0 za pvs vzdy dvaja spolodne"," konatel'mi pvs s0 kuv tomi5 belavf , ktori konaj0 pvs vzdy dva spolodne ",statutar,0,0,,
808,"4 zhrnutie na zdklade vyssie uveden6ho, ako aj poskytnutfch informdci[, prlslusnfch dotaznlkov, destnfch vyhl6seni, dokumentov predlozenfch zo strany pvs a verejne dostupnfch inform6cil, os zistila, ze pvs je nepriamo vfludne ovl6danf emitentom cennfch papierov, spolodnost'ou softwareone holding, ktor6 podlieha poziadavk6m na uverejiovanie informscii podl'a medzindrodnfch noriem a preto sa namiesto kuv pvs do registra pvs podl'a $ 4 ods","4 zhrnutie zdklade vyssie uveden6ho , poskytnutfch informdci[ , prlslusnfch dotaznlkov , destnfch vyhl6seni , dokument predlozenfch strana pvs verejne dostupnfch inform6cil , os zisti? , ze pvs by? nepriamo vfludne ovl6danf emitentom cennfch papier , spolodnost'ou softwareone holding , ktor6 podlieha poziadavk6m uverejiovanie informscii podl'a medzindrodnfch noriem namiesto kuv pvs register pvs podl'a $ 4 ods . 5 zakonazapisu vmkuv ktonlmi sf konatelia pvs uvedenlvy55ie ",statutar,2,2,,
809, 5 zakonazapisu vmkuv ktonlmi sf konatelia pvs uvedenlvy55ie," ia podmienka zdpis vmkuv namiesto kuv pvs pretoze softwareone holding jedin6 osoba , ktor6 pvs nepriamo vfludne ovl6da by? emitentom cennich papier prijatich obchodovanie regulovanom trh , ktory podlieha poziadavk6m uverejiovanie inform6cii podl'a medzindrodnich noriem ",statutar,0,2,,
810," ia podmienky na zdpis vmkuv namiesto kuv pvs pretoze softwareone holding ako jedin6 osoba, ktor6 pvs nepriamo vfludne ovl6da je emitentom cennich papierov prijatich na obchodovanie na regulovanom trhu, ktory podlieha poziadavk6m na uverejiovanie inform6cii podl'a medzindrodnich noriem"," pvs os vyhlasuje , 2e identifik6cii kuv pvs postupovala nestranne , odborný starostlivost'ou v5etky skutodnosti uveden6 verifikadnom dokument zodpovedaj0 frou zisten6mu skutodn6mu stav ",statutar,2,0,,
811," pvs s os vyhlasuje, 2e pri identifik6cii kuv pvs postupovala nestranne, s odbornou starostlivost'ou a v5etky skutodnosti uveden6 v tomto verifikadnom dokumente zodpovedaj0 frou zisten6mu skutodn6mu stavu", ,statutar,0,0,,
812, okrem dokumentov neposkytol pvs os pre potreby identifikácie kuv inú dokumentáciu, okrem dokument neposkytol pvs os potreba identifikácie kuv iný dokumentácia ,statutar,0,0,,
813," 5 zákona sa do registra pvs („register“) zapisujú namiesto kuv vmkuv a vmkuv príslušného pvs, ak je pvs: (a) emitentom cenných papierov obchodovaných na regulovanom trhu, ktorý podlieha požiadavkám na uverej?ovanie informácií pod?a osobitného predpisu, rovnocenného právneho predpisu ?lenského štátu európskej únie alebo iného štátu, ktorý je bratislava/26117"," 1 $ 4 ods . 5 zákon register pvs ( „ register “ ) zapisujú namiesto kuv vmkuv vmkuv príslušného pvs , by? pvs : ( ) emitentom cenných papier obchodovaný regulovanom trh , podlieha požiadavka uverej?ovanie informácia osobitný predpisu , rovnocenného právneho predpisu ?lenského štát európsky únia iný štát , by? bratislava/26117 ",statutar,0,0,,
814,"4 vo svetle vyššie uvedeného platí, že pri pvs, ktorý je priamo alebo nepriamo výlu?ne majetkovo ovládaný a riadený príslušným emitentom, sa do registra zapisujú vmkuv daného pvs, ato bez oh?adu na skuto?nos?, ?i na vrchole danej korporátnej skupiny existujú alebo neexistujú kuv ktorí by sp??ali niektorý z defini?ných znakov pod?a 86a ods","4 svetlo vysoko uvedeného plati? , pvs , by? priamo nepriamo výlu?ne majetkovo ovládaný riadený príslušný emitentom , register zapisujú vmkuv daného pvs , ato oh?adu skuto?nos? , vrchol daný korporátnej skupina existova? neexistujú kuv sp??ali defini?ných znak 86a ods ",statutar,0,0,,
815,1 v súlade s výkladovým stanoviskom a poskytnutými dokumentmi pvs sp??a podmienky na zápis vmkuv do registra pod?a 8 4 ods, 1 súlad výkladovým stanoviskom poskytnutými dokumentmi pvs sp??a podmienka zápis vmkuv register 8 4 ods ,statutar,2,2,,
816," c) zákona zistila, že sú?as?ou vlastníckej štruktúry ani riadiacej štruktúry pvs, vrátane kuv identifikovaných vyššie, nie je žiadny verejný funkcionár vykonávajúci funkciu v slovenskej republike pod?a ?l","28 4 os postupom $ 11 ods . 5 vspojení ods . 6 písm . c ) zákon zisti? , sú?as? vlastnícky štruktúry riadiacej štruktúry pvs , vrátane kuv identifikovaných vysoko , nie by? žiadny verejný funkcionár vykonávajúci funkcia slovenský republike ?l ",statutar,0,0,,
817, 1 posudzovaná dokumentácia os vychádzala pri verifikácii kuv pvs pod?a $ 6a a nasl, 1 posudzovaná dokumentácia os vychádza? verifikácii kuv pvs $ 6a nasl ,statutar,0,0,,
818," 5 zákona sa do registra pvs („register“) zapisujú namiesto kuv vmkuv a vmkuv príslušného pvs, ak je pvs: (a) emitentom cenných papierov obchodovaných na regulovanom trhu, ktorý podlieha požiadavkám na uverej?ovanie informácií pod?a osobitného predpisu, rovnocenného právneho predpisu ?lenského štátu európskej únie alebo iného štátu, ktorý je bratislava/26117"," 1 $ 4 ods . 5 zákon register pvs ( „ register “ ) zapisujú namiesto kuv vmkuv vmkuv príslušného pvs , by? pvs : ( ) emitentom cenných papier obchodovaný regulovanom trh , podlieha požiadavka uverej?ovanie informácia osobitný predpisu , rovnocenného právneho predpisu ?lenského štát európsky únia iný štát , by? bratislava/26117 ",statutar,2,2,,
819,"4 vo svetle vyššie uvedeného platí, že pri pvs, ktorý je priamo alebo nepriamo výlu?ne majetkovo ovládaný a riadený príslušným emitentom, sa do registra zapisujú vmkuv daného pvs, ato bez oh?adu na skuto?nos?, ?i na vrchole danej korporátnej skupiny existujú alebo neexistujú kuv ktorí by sp??ali niektorý z defini?ných znakov pod?a 86a ods","4 svetlo vysoko uvedeného plati? , pvs , by? priamo nepriamo výlu?ne majetkovo ovládaný riadený príslušný emitentom , register zapisujú vmkuv daného pvs , ato oh?adu skuto?nos? , vrchol daný korporátnej skupina existova? neexistujú kuv sp??ali defini?ných znak 86a ods ",statutar,2,2,,
820," s oh?adom na vyššie uvedené, os zapisuje do registra nasledovných vmkuv pvs, ktorí sa vzmysle $ 6a ods"," oh?adom vysoko uvedený , os zapisuje register nasledovný vmkuv pvs , vzmysle $ 6a ods ",statutar,2,2,,
821,1 žiadna osoba identifikovaná ako kuv pvs nie je verejným funkcionárom vykonávajúcim funkciu v slovenskej republike v zmysle ?l, 1 žiaden osoba identifikovaná kuv pvs nie by? verejný funkcionárom vykonávajúcim funkcia slovenský republike zmysel ?l ,statutar,0,0,,
822," a) body 1, 2 a 4 zákona 297/2008 vo vz?ahu k ?lenom predstavenstva abb ltd žiaden ?len predstavenstva abb líd nie je kuv pvs, nako?ko žiaden ?len predstavenstva neovláda (priamo ani nepriamo) pvs iným spôsobom v zmysle 86a ods"," vyplýva , , absencii defini?ných znak kuv $ 6a ods . 1 písm . ) body 1 , 2 4 zákon 297/2008 vz?ah ?len predstavenstvo abb ltd žiaden ?len predstavenstvo abb líd nie by? kuv pvs , nako?ko žiaden ?len predstavenstvo neovláda? ( priamo nepriamo ) pvs iný spôsob zmysel 86a ods ",statutar,2,2,,
823,"4 pri identifikácii kuv pvs konala nestranne a s odbornou starostlivos?ou, konaním s odbornou starostlivos?ou sa rozumie konanie so starostlivos?ou primeranou funkcii alebo postaveniu os po zoh?adnení a nezávislom odbornom vyhodnotení všetkých dostupných informácií, ktoré získala alebo mohla získa? a ktoré sa týkajú alebo môžu ma? vplyv na jej konanie: si zaobstarala o predmete zápisu do registra všetky dostupné informácie a tieto vyhodnotila postupom pod?a zákona 297/2008: nebola viazaná žiadnymi pokynmi pvs, a skuto?nosti uvedené vtomto verifika?nom dokumente zodpovedajú ?ou skuto?ne zistenému stavu","4 identifikácii kuv pvs kona? nestranne odborný starostlivos?ou , konaním odborný starostlivos?ou rozumie? konanie starostlivos?ou primeranou funkcia postaveniu os zoh?adnený nezávislom odbornom vyhodnotenie dostupný informácia , získa? získa? týka? ma? vplyv konanie : zaobstarala predmete zápisu register dostupné informácia vyhodnotila postupom zákon 297/2008 : neby? viazaná žiadnymi pokynmi pvs , skuto?nos? uvedený vtomto verifika?nom dokument zodpoveda? skuto?ne zistenému stav ",statutar,0,0,,
824," z ?estného vyhlásenia pvs okrem iného vyplýva, že neexistuje iná fyzická osoba, ktorá by mala právo vymenova?, inak ustanovi? alebo odvola? vmkuv riadiaci ni upava? | orgán, dozorný orgán alebo kontrolný orgán pvs inak ako z titulu zakladate?a pvs"," 712/5 konajúca kuv — riadite? ?alej „ pvs “ 1 . podklady identifikácii kuv os identifikovala kuv základ údajov informácia získaných nasledovný dokument : ) výpis zobchodného register štátny podnik slovthermae , kúpele diamant dudince , š ",statutar,0,0,,
825, 712/5 konajúca kuv — riadite? ?alej len „pvs“ 1," ?estný vyhlásenie pvs okrem iný vyplýva , neexistova? iný fyzický osoba , ma? právo vymenova? , inak ustanovi? odvola? vmkuv riadiaci ni upava? orgán , dozorný orgán kontrolný orgán pvs inak titulu zakladate?a pvs ",statutar,0,0,,
826," z ?estného vyhlásenia pvs okrem iného vyplýva, že neexistuje iná fyzická osoba, ktorá by mala právo vymenova?, inak ustanovi? alebo odvola? vmkuv riadiaci ni upava? | orgán, dozorný orgán alebo kontrolný orgán pvs inak ako z titulu zakladate?a pvs", 712/5 konajúca kuv — riadite? ?alej „ pvs “ 1 ,statutar,0,0,,
827," 2 zákona o ochrane pred legalizáciou príjmov z trestnej ?innosti považujú vmkuv za kuv sa považuje vmkuv alebo vmkuv z predloženého výpisu z obchodného registra okresného súdu banská bystrica vyplýva, že vmkuv pvs je riadite?"," ?estný vyhlásenie pvs okrem iný vyplýva , neexistova? iný fyzický osoba , ma? právo vymenova? , inak ustanovi? odvola? vmkuv riadiaci ni upava? orgán , dozorný orgán kontrolný orgán pvs inak titulu zakladate?a pvs ",statutar,2,0,,
828," strana 3 z 4 z predložených ?estných vyhlásení vyplýva, že neexistujú zmluvy alebo 1né skuto?nosti, ktoré by iným osobám mohli zaklada? postavenie kuv pvs"," $ 6a ods . 2 zákon ochrane legalizácia príjem trestný ?innos? považujú vmkuv kuv považova? vmkuv vmkuv predloženého výpisu obchodný register okresného súd banská bystrica vyplýva , vmkuv pvs by? riadite? ",statutar,2,2,,
