,Sentence,Tokenized,Class,Label
759," 5 zrpvs uvádza, že na základe preskúmania jej dostupných údajov, zapisuje namiesto kuv spoločnosti pvs vmkuv spoločnosti, t"," registri pvs zmena doplnení zákon znení neskorý právny predpis ( ďalej „ zrpvs “ „ zákon “ ) , zmysel ustanovenie $ 11 ods . 5 , $ 11 ods . 6 $4 ods . 5 zrpvs uvádzať , základ preskúmanie dostupný údajov , zapisuje namiesto kuv spoločnosť pvs vmkuv spoločnosť , t ",statutar,0
760," 5 zrpvs: pri pvs, ktorý je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverejňovanie informácií podľa osobitného predpisu, rovnocenného právneho predpisu členského štátu európskej únie alebo iného štátu, ktorý je zmluvnou stranou dohody o európskom hospodárskom priestore, alebo rovnocenných medzinárodných noriem, alebo spoločnosťou, ktorú tento emitent priamo alebo nepriamo výlučne majetkovo ovláda a priamo alebo nepriamo výlučne riadi, sa do registra zapisuje namiesto kuv vmkuv a vmkuv pvs"," $ 4 ods . 5 zrpvs : pvs , byť emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverejňovanie informácia osobitný predpisu , rovnocenného právneho predpisu členského štát európsky únia iný štát , byť zmluvný stranou dohoda európsky hospodárskom priestor , rovnocenný medzinárodný noriem , spoločnosť , emitent priamo nepriamo výlučne majetkovo ovláda priamo nepriamo výlučne riadiť , register zapisuje namiesto kuv vmkuv vmkuv pvs ",statutar,0
761, namiesto údajov o trvalom pobyte vmkuv podľa predchádzajúcej vety môže os aj bez splnenia podmienok podľa odseku 6 uviesť sídlo zapísaného pvs, namiesto údajov trvalom pobyte vmkuv predchádzajúcej veta os splnenie podmienka odseku 6 uviesť sídlo zapísaného pvs ,statutar,0
762," podľa zoznamu majiteľov cenných papierov spoločnosti boli zistené nasledovné subjekty s, pre overenie identifikácie kuv spoločnosti, relevantným podielom na základnom imaní spoločnosti pvs: akcionár spoločnosti : f č ns pa chemolár hi"," zoznam majiteľ cenných papier spoločnosť byť zistené nasledovné subjekty , overenie identifikácie kuv spoločnosť , relevantným podielom základnom imaní spoločnosť pvs : akcionár spoločnosť : f č ns pa chemolár hi ",statutar,0
763," 5 zrpvs pri pvs, ktorý je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverejňovanie informácií podľa osobitného predpisu, sa do registra zapisuje namiesto kuv vmkuv a vmkuv pvs"," $ 4 ods . 5 zrpvs pvs , byť emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverejňovanie informácia osobitný predpisu , register zapisuje namiesto kuv vmkuv vmkuv pvs ",statutar,0
764," v prvom rade ide o zjednodušenie pri zápise kuv pri týchto subjektoch, keďže podľa navrhovanej právnej úpravy sa v prípade emitentov namiesto kuv zapisujevmkuv a vmkuv k zjednodušeniu pri zápise týchto „fiktívnych kuv dochádza aj zavedením možnosti, aby os uviedla namiesto údaju o trvalom pobyte vmkuv len údaj o sídle alebo mieste podnikania pvs"," rad ísť zjednodušenie zápise kuv subjektoch , keďže navrhovanej právny úprava prípad emitentov namiesto kuv zapisujevmkuv vmkuv zjednodušenium zápise „ fiktívnych kuv dochádzať zavedenie možnosť , os uviedla namiesto údaju trvalom pobyte vmkuv údaj sídle miesto podnikanie pvs ",statutar,0
765," vo výsledku je teda podľa stanoviska ministerstva spravodlivosti sr u emitentov a nimi výlučne ovládaných osobách a riadených osobách situácia vo veci identifikácie kúv formálna a ide v podstate vždy o vmkuv spoločnosť pvs je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverejňovanie informácií podľa osobitného predpisu"," výsledok byť stanoviska ministerstvo spravodlivosti sr u emitentov výlučne ovládaný osobách riadených osobách situácia vec identifikácie kúv formálna ísť podstata vždy vmkuv spoločnosť pvs byť emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverejňovanie informácia osobitný predpisu ",statutar,0
766,", sa v prípade spoločnosti, ako spoločnosti, ktorá je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverejňovanie informácií podľa osobitného predpisu, do registra vždy zapisuje namiesto kuv vmkuv a vmkuv pvs (tzv"," , prípad spoločnosť , spoločnosť , byť emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverejňovanie informácia osobitný predpisu , register vždy zapisuje namiesto kuv vmkuv vmkuv pvs ( tzv ",statutar,0
767," formálny kuv ktorými podľa zabezpečených podkladov na identifikáciu/overenie identifikácia kuv spoločnosti ako pvs, sú: meno a priezvisko dátum štátna trvalý pobyt verejný narodenia príslušnosť (84 ods"," formálny kuv zabezpečený podkladov identifikáciu/overenie identifikácia kuv spoločnosť pvs , byť : meno priezvisko dátum štátna trvalý pobyt verejný narodenie príslušnosť ( 84 ods ",statutar,0
768, c) zrpvs: - os identifikovala totožnosť osôb zapísaných namiesto kuv prostredníctvom občianskeho preukazu: - skutočnosti uvedené vo verifikačnom dokumente zodpovedajú stavu skutočne zistenému zo strany os - nemá vzťah k spoločnosti podľa ustanovenia $ 19 zrpvs," vyhlásenie os os súvislosť zároveň vyhlasuje , : - identifikácia overovaní identifikácie kuv spoločnosť osoba zapísaný namiesto kuv os konať postupovala nestranne odborný starostlivosťou , pričom účel vyhotovenia verifikačného dokument zaobstarala dostupné informácia : - os nemať mať vedomosť skutočnosť , verejní funkcionári vykonávajúci funkcia slovenský republike , byť súčasť vlastnícky štruktúry riadiacej štruktúry spoločnosť rámec skutočností uvedený verifikačnom dokument : uvedeného dôvod nie byť os schopný označiť takýto prípadnú verejnú funkcia , predpokladať ustanovenie $ 11 ods . 6 písm . c ) zrpvs : - os identifikovala totožnosť osoba zapísaný namiesto kuv prostredníctvom občianskeho preukazu : - skutočnosť uvedený verifikačnom dokument zodpovedať stav skutočne zistenému strana os - nemať vzťah spoločnosť ustanovenie $ 19 zrpvs ",statutar,0
769, predmetom tohto vetifikačného dokumentu je identifikácia kuv pvs (ďalej len „kuv „kuv“) podľa ustanovenia $ 11 ods, predmet vetifikačného dokument byť identifikácia kuv pvs ( ďalej „ kuv „ kuv “ ) ustanovenie $ 11 ods ,statutar,0
770,") som ako os v zmysle uvedeného postupu, identifikovala ako kuv nasledovné osoby: vzhľadom na skutočnosť, že pvs je organizácia so 100 % majetkovou účasťou štátu, ktorý je jej jediným zriaďovateľom, tak pvs nespĺňa kritéria pre určenie kuv v zmysle $ 6a ods", podklady identifikácia kuv $ 11 ods . 5 písm . ) zorpvs 11 . — opravená osoba účelom identifikácie kuv zaobstarala nasledovné podklady dokument : ) menovací dekrét ing ,statutar,0
771, riadiaca a dozorná ~truktñra pvs: vmkuv riaditef 1," ) byť os zmysel uvedeného postupu , identifikovala kuv nasledovné osoba : vzhľad skutočnosť , pvs byť organizácia 100 % majetkovou účasťou štát , byť jediný zriaďovateľom , pvs nespĺňa kritéria určenie kuv zmysel $ 6a ods ",statutar,0
772," o ochrane pred legaliziciou prijmov z trestnej &nnosfl a ochrane pred financovanim terorizmu a o zmene a dopineni niektor9 zákonov (d’alej len ,,zdkon t~ 297/2008 som ako os v zmysle uvedeného postupu, identifikovala ako kuv nasledovnd osoby: \tzhl’adom na skutoénost’, ~e pvs je organizácia so 100 o/~ majetkovou oéast’ou ~tátu, ktor~ je jej jedin~m zriad’ovatel’om, tak pvs nespĺňa kritéria pre urdenie kuv v zmysle § 6a ods", podklady identifikácia kuv podl’a § 11 ods . 5 pism . ) zorpvs 11 . 1 . opravená osoba üéelom identifikácie kuv zaobstarala nasledovnd podklady dokument : ) menovaci dekrdt ing ,statutar,0
773," 4 zorpvs, a teda nevznikla povinnost’ preukazovat’ spinenie podmienok na zipis vmkuv do registra", riadiaca dozorná ~truktñra pvs : vmkuv riaditef 1 ,statutar,0
774, tento veriftka~nt dokument bol vypracovanj os v sülade so zlkonom o registri pvs ta üéelom identifikicie kuv a tvori priohu k nlvrhu na zipis pvs do registra pvs," ochrane legaliziciou prijmov trestný &nnosfl ochrane financovanim terorizmus zmena dopineni niektor9 zákon ( d’alej , , zdkon t~ 297/2008 byť os zmysel uvedeného postupu , identifikovala kuv nasledovnd osoba : \tzhl’adom skutoénost’ , ~e pvs byť organizácia 100 o/~ majetkovou oéastiou ~tátu , ktor~ byť jedin~m zriad’ovatel’om , pvs nespĺňa kritéria urdenie kuv zmysel § 6a ods ",statutar,0
775, predmetom tohto vetifikačného dokumentu je identifikácia kuv pvs (ďalej len „kuv „kuv“) podľa ustanovenia $ 11 ods," 1 . os vyhiasuje , ~e pvs nie byť pvs podia § 4 ods . 4 zorpvs , nevzniknúť povinnosty preukazovat’ spinenie podmienka zipis vmkuv register ",statutar,0
776,") som ako os v zmysle uvedeného postupu, identifikovala ako kuv nasledovné osoby: vzhľadom na skutočnosť, že pvs je organizácia so 100 % majetkovou účasťou štátu, ktorý je jej jediným zriaďovateľom, tak pvs nespĺňa kritéria pre určenie kuv v zmysle $ 6a ods", veriftka~nt dokument byť vypracovanj os sülade zlkonom registri pvs üéelom identifikicie kuv tvori priohu nlvrhu zipis pvs register pvs ,statutar,0
777," predmetom tohto veriflka~neho dokumentu je identifikácia kuv pvs ~‘a1ej len ,,konejqj u~ipate? vjhod’~ ~kut/’) podl’a ustanovenia § 11 ods", predmet vetifikačného dokument byť identifikácia kuv pvs ( ďalej „ kuv „ kuv “ ) ustanovenie $ 11 ods ,statutar,0
778,"2017 i) originily preukazov totoanosti kuv pvs, ktoréos preverila a identifikovala osoby na nich uvedené j) dohoda o zmene pracovnej zmluvy zo dna 29"," ) byť os zmysel uvedeného postupu , identifikovala kuv nasledovné osoba : vzhľad skutočnosť , pvs byť organizácia 100 % majetkovou účasťou štát , byť jediný zriaďovateľom , pvs nespĺňa kritéria určenie kuv zmysel $ 6a ods ",statutar,0
779," o ochrane pred legaliziciou prijmov z trestnej &nnosfl a ochrane pred financovanim terorizmu a o zmene a dopineni niektor9 zákonov (d’alej len ,,zdkon t~ 297/2008 som ako os v zmysle uvedeného postupu, identifikovala ako kuv nasledovnd osoby: \tzhl’adom na skutoénost’, ~e pvs je organizácia so 100 o/~ majetkovou oéast’ou ~tátu, ktor~ je jej jedin~m zriad’ovatel’om, tak pvs nespĺňa kritéria pre urdenie kuv v zmysle § 6a ods"," 1 . predmet veriflka~neho dokument byť identifikácia kuv pvs ~‘a1ej , , konejqj u~ipate ? vjhod’~ ~ kut/’ ) podl’a ustanovenie § 11 ods ",statutar,0
780,", ako vmkuvos (pvs), ktorého do funkcie pr amo ustanovuje ftlt","2017 ) originily preukazov totoanosti kuv pvs , ktoréos preverila identifikovala osoba uvedený j ) dohoda zmena pracovnej zmluva dno 29 ",statutar,0
781, tento veriftka~nt dokument bol vypracovanj os v sülade so zlkonom o registri pvs ta üéelom identifikicie kuv a tvori priohu k nlvrhu na zipis pvs do registra pvs," ochrane legaliziciou prijmov trestný &nnosfl ochrane financovanim terorizmus zmena dopineni niektor9 zákon ( d’alej , , zdkon t~ 297/2008 byť os zmysel uvedeného postupu , identifikovala kuv nasledovnd osoba : \tzhl’adom skutoénost’ , ~e pvs byť organizácia 100 o/~ majetkovou oéastiou ~tátu , ktor~ byť jedin~m zriad’ovatel’om , pvs nespĺňa kritéria urdenie kuv zmysel § 6a ods ",statutar,0
782, ," , vmkuvos ( pvs ) , funkcia pr amo ustanovovať ftlt ",statutar,0
783, , veriftka~nt dokument byť vypracovanj os sülade zlkonom registri pvs üéelom identifikicie kuv tvori priohu nlvrhu zipis pvs register pvs ,statutar,0
784," o registri pvs a o zmene a doplnení niektorých zákonov v znení neskorších predpisov [0]e ted fe to [teo (ďalej len „zákon“) comparex slovakia cal ejfe [ľe dunajská 7114/15, 811 08 bratislava, slovenská republika [ee] 31 400 671 zápis obchodný register okresného súdu bratislava i, oddiel: sro, vložka vmkuv [0]etej te [tee č"," registri pvs zmena doplnení zákon znení neskorý predpis [0]e ted fe [teo ( ďalej „ zákon “ ) comparex slovakia cal ejfe [ľe dunajská 7114/15 , 811 08 bratislava , slovenský republika [ee] 31 400 671 zápis obchodný register okresného súd bratislava , oddiel : sro , vložka vmkuv [0]etej te [tee č ",statutar,0
785," vmkuv pvs sú: a) kuv, konateľ, trvale bytom kubelíkova 56, 130 00 praha 3, česká republika, nar"," vmkuv pvs byť : ) kuv , konateľ , trvale bytom kubelíkova 56 , 130 00 praha 3 , česká republika , nar ",statutar,0
786," konateľmi pvs sú kuv a tomáš belavý, ktorí konajú za pvs vždy dvaja spoločne"," konateľmi pvs byť kuv tomáš belavý , konať pvs vždy dva spoločne ",statutar,0
787,"4 zhrnutie na základe vyššie uvedeného, ako aj poskytnutých informácií, príslušných dotazníkov, čestných vyhlásení, dokumentov predložených zo strany pvs averejne dostupných informácií, os zistila, že pvs je nepriamo výlučne ovládaný emitentom cenných papierov, spoločnosťou softwareone holding, ktorá podlieha požiadavkám na uverejňovanie informácií podľa medzinárodných noriem a preto sa namiesto kuv pvs do registra pvs podľa 8 4 ods","4 zhrnutie základ vysoko uvedeného , poskytnutý informácia , príslušný dotazníkov , čestných vyhlásení , dokument predložených strana pvs averejne dostupný informácia , os zistiť , pvs byť nepriamo výlučne ovládaný emitentom cenných papier , spoločnosť softwareone holding , podlieha požiadavka uverejňovanie informácia medzinárodný noriem namiesto kuv pvs register pvs 8 4 ods ",statutar,0
788," pvs s ňa podmienky na zápis vmkuv namiesto kuv pvs pretože softwareone holding ako jediná osoba, ktorá pvs nepriamo výlučne ovláda je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverejňovanie informácií podľa medzinárodných noriem"," pvs ňa podmienka zápis vmkuv namiesto kuv pvs softwareone holding jediný osoba , pvs nepriamo výlučne ovláda byť emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverejňovanie informácia medzinárodný noriem ",statutar,0
789, verejni funkcionári vo vlastníckej alebo riadiacej struktúre pvs 5 splnenie podmienok na zápis vmkuv v prípade emitenta cenných papierov prijatých na obchodovanie na regulovanom trhu 6," veronika pázmánvová , prokuristka 4 . verejni funkcionári vlastnícky riadiacej struktúre pvs 5 splnenie podmienka zápis vmkuv prípad emitenta cenných papier prijatých obchodovanie regulovanom trh 6 ",statutar,0
790," vmkuv pvs s[: a) kuv, konatel', trvale bytom kubelikova 56, 130 00 praha 3, eeskd republika, nar"," vmkuv pvs s[ : ) kuv , konatel ' , trvale bytom kubelikova 56 , 130 00 praha 3 , eeskd republika , nar ",statutar,0
791," konatel'mi pvs s0 kuv a tomi5 belavf, ktori konaj0 za pvs vzdy dvaja spolodne", 3 . 1 pvs 1 . ldentifikadn6 udaje 1 . 1 . pvs 2 . ldentifik6cia kuv pvs 1 ,statutar,0
792,"4 zhrnutie na zdklade vyssie uveden6ho, ako aj poskytnutfch informdci[, prlslusnfch dotaznlkov, destnfch vyhl6seni, dokumentov predlozenfch zo strany pvs a verejne dostupnfch inform6cil, os zistila, ze pvs je nepriamo vfludne ovl6danf emitentom cennfch papierov, spolodnost'ou softwareone holding, ktor6 podlieha poziadavk6m na uverejiovanie informscii podl'a medzindrodnfch noriem a preto sa namiesto kuv pvs do registra pvs podl'a $ 4 ods"," konatel'mi pvs s0 kuv tomi5 belavf , ktori konaj0 pvs vzdy dva spolodne ",statutar,0
793," pvs s os vyhlasuje, 2e pri identifik6cii kuv pvs postupovala nestranne, s odbornou starostlivost'ou a v5etky skutodnosti uveden6 v tomto verifikadnom dokumente zodpovedaj0 frou zisten6mu skutodn6mu stavu","4 zhrnutie zdklade vyssie uveden6ho , poskytnutfch informdci[ , prlslusnfch dotaznlkov , destnfch vyhl6seni , dokument predlozenfch strana pvs verejne dostupnfch inform6cil , os zistiť , ze pvs byť nepriamo vfludne ovl6danf emitentom cennfch papier , spolodnost'ou softwareone holding , ktor6 podlieha poziadavk6m uverejiovanie informscii podl'a medzindrodnfch noriem namiesto kuv pvs register pvs podl'a $ 4 ods ",statutar,0
794, verejnifunkcioniri vo vlastnickej alebo riadiacej strukt0re pvs splnenie podmienok na z6pis vmkuv v pripade emitenta cennich papierov prijatlich na obchodovanie na regulovanom trhu 5 6," pvs os vyhlasuje , 2e identifik6cii kuv pvs postupovala nestranne , odborný starostlivost'ou v5etky skutodnosti uveden6 verifikadnom dokument zodpovedaj0 frou zisten6mu skutodn6mu stav ",statutar,0
795," 9431/b kuv, konateľ kuv, konateľ (ďalej len „pvs glatzová 8 co", 4 . verejnifunkcioniri vlastnicke riadiacej strukt0re pvs splnenie podmienka z6pis vmkuv pripade emitenta cennich papier prijatlich obchodovanie regulovanom trh 5 6 ,statutar,0
796," o ochrane pred legalizáciou príjmov z trestnej činnosti a o ochrane pred financovaním terorizmu a o zmene a doplnení niektorých zákonov v znení neskorších predpisov (ďalej len „zákon o ochrane pred legalizáciou“) os zistila, že namiesto kuv pvs sa do registra pvs podľa 8 4 ods"," 9431/b kuv , konateľ kuv , konateľ ( ďalej „ pvs glatzová 8 co ",statutar,0
797," vmkuv pvs sú: a) kuv, konateľ, trvale bytom kubelíkova 56, 130 00 praha 3, česká republika, nar"," ochrane legalizácia príjem trestný činnosť ochrane financovaním terorizmus zmena doplnení zákon znení neskorý predpis ( ďalej „ zákon ochrane legalizácia “ ) os zistiť , namiesto kuv pvs register pvs 8 4 ods ",statutar,0
798, ldentifikácia kuv pvs 3," vmkuv pvs byť : ) kuv , konateľ , trvale bytom kubelíkova 56 , 130 00 praha 3 , česká republika , nar ",statutar,0
799," konateľmi pvs sú kuv a tomáš belavý, ktorí konajú za pvs vždy dvaja spoločne"," os 2 . ldentifikácia kuv pvs 3 . vlastnícka riadiaca štruktúra pvs odôvodnenie oprávnená spoločnosť akci náro iede matt softwareo fungujúcej softw 6370 reg ajčiarskej agj odľa ivale dku ajčiarsk ávneho spoločnosť softw reon rska konfederácia zapís akcie pierov ftwareon six swiss m akcio vajčiars ng ag , bchodn iding nge “ ) 3 ",statutar,0
800,"4 zhrnutie na základe vyššie uvedeného, ako aj poskytnutých informácií, príslušných dotazníkov, čestných vyhlásení, dokumentov predložených zo strany pvs averejne dostupných informácií, os zistila, že pvs je nepriamo výlučne ovládaný emitentom cenných papierov, spoločnosťou softwareone holding, ktorá podlieha požiadavkám na uverejňovanie informácií podľa medzinárodných noriem a preto sa namiesto kuv pvs do registra pvs podľa 8 4 ods"," konateľmi pvs byť kuv tomáš belavý , konať pvs vždy dva spoločne ",statutar,0
801, 5 zákona zapíšu vmkuv ktorými sú konatelia pvs uvedení vyššie,"4 zhrnutie základ vysoko uvedeného , poskytnutý informácia , príslušný dotazníkov , čestných vyhlásení , dokument predložených strana pvs averejne dostupný informácia , os zistiť , pvs byť nepriamo výlučne ovládaný emitentom cenných papier , spoločnosť softwareone holding , podlieha požiadavka uverejňovanie informácia medzinárodný noriem namiesto kuv pvs register pvs 8 4 ods . 5 zákon zapíšu vmkuv byť konatelia pvs uvedenie vysoko ",statutar,0
802," pvs s ňa podmienky na zápis vmkuv namiesto kuv pvs pretože softwareone holding ako jediná osoba, ktorá pvs nepriamo výlučne ovláda je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverejňovanie informácií podľa medzinárodných noriem"," pvs ňa podmienka zápis vmkuv namiesto kuv pvs softwareone holding jediný osoba , pvs nepriamo výlučne ovláda byť emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverejňovanie informácia medzinárodný noriem ",statutar,0
803," os vyhlasuje, že pri identifikácii kuv pvs postupovala nestranne, s odbornou starostlivosťou a všetky skutočnosti uvedené v tomto verifikačnom dokumente zodpovedajú ňou zistenému skutočnému stavu"," os vyhlasuje , identifikácii kuv pvs postupovala nestranne , odborný starostlivosťou skutočnosť uvedený verifikačnom dokument zodpovedať zistenému skutočnému stav ",statutar,0
804," o ochrane pred legaliz6ciou pr'rjmov z trestnej dinnosti a o ochrane pred financovanlm terorizmu a o zmene a doplnenl niektonfch z6konov v zneni neskor5lch predpisov (d'alej len ,,z6kon o ochrane pred legaliz6ciou"") os zistila, ze namiesto kuv pvs sa do registra pvs podl'a $ 4 ods"," ochrane legaliz6ciou pr'rjmov trestný dinnosti ochrane financovanlm terorizmus zmena doplnenl niektonfch zvkonov zneni neskor5lch predpis ( d'alej , , z6kon ochrane legaliz6ciou "" ) os zistiť , ze namiesto kuv pvs register pvs podl'a $ 4 ods ",statutar,0
805," vmkuv pvs s[: a) kuv, konatel', trvale bytom kubelikova 56, 130 00 praha 3, eeskd republika, nar"," vmkuv pvs s[ : ) kuv , konatel ' , trvale bytom kubelikova 56 , 130 00 praha 3 , eeskd republika , nar ",statutar,0
806, ldentifik6cia kuv pvs 1, 1 . pvs 2 . ldentifik6cia kuv pvs 1 ,statutar,0
807," konatel'mi pvs s0 kuv a tomi5 belavf, ktori konaj0 za pvs vzdy dvaja spolodne"," konatel'mi pvs s0 kuv tomi5 belavf , ktori konaj0 pvs vzdy dva spolodne ",statutar,0
808,"4 zhrnutie na zdklade vyssie uveden6ho, ako aj poskytnutfch informdci[, prlslusnfch dotaznlkov, destnfch vyhl6seni, dokumentov predlozenfch zo strany pvs a verejne dostupnfch inform6cil, os zistila, ze pvs je nepriamo vfludne ovl6danf emitentom cennfch papierov, spolodnost'ou softwareone holding, ktor6 podlieha poziadavk6m na uverejiovanie informscii podl'a medzindrodnfch noriem a preto sa namiesto kuv pvs do registra pvs podl'a $ 4 ods","4 zhrnutie zdklade vyssie uveden6ho , poskytnutfch informdci[ , prlslusnfch dotaznlkov , destnfch vyhl6seni , dokument predlozenfch strana pvs verejne dostupnfch inform6cil , os zistiť , ze pvs byť nepriamo vfludne ovl6danf emitentom cennfch papier , spolodnost'ou softwareone holding , ktor6 podlieha poziadavk6m uverejiovanie informscii podl'a medzindrodnfch noriem namiesto kuv pvs register pvs podl'a $ 4 ods . 5 zakonazapisu vmkuv ktonlmi sf konatelia pvs uvedenlvy55ie ",statutar,0
809, 5 zakonazapisu vmkuv ktonlmi sf konatelia pvs uvedenlvy55ie," ia podmienka zdpis vmkuv namiesto kuv pvs pretoze softwareone holding jedin6 osoba , ktor6 pvs nepriamo vfludne ovl6da byť emitentom cennich papier prijatich obchodovanie regulovanom trh , ktory podlieha poziadavk6m uverejiovanie inform6cii podl'a medzindrodnich noriem ",statutar,0
810," ia podmienky na zdpis vmkuv namiesto kuv pvs pretoze softwareone holding ako jedin6 osoba, ktor6 pvs nepriamo vfludne ovl6da je emitentom cennich papierov prijatich na obchodovanie na regulovanom trhu, ktory podlieha poziadavk6m na uverejiovanie inform6cii podl'a medzindrodnich noriem"," pvs os vyhlasuje , 2e identifik6cii kuv pvs postupovala nestranne , odborný starostlivost'ou v5etky skutodnosti uveden6 verifikadnom dokument zodpovedaj0 frou zisten6mu skutodn6mu stav ",statutar,0
811," pvs s os vyhlasuje, 2e pri identifik6cii kuv pvs postupovala nestranne, s odbornou starostlivost'ou a v5etky skutodnosti uveden6 v tomto verifikadnom dokumente zodpovedaj0 frou zisten6mu skutodn6mu stavu", ,statutar,0
812, okrem dokumentov neposkytol pvs os pre potreby identifikácie kuv inú dokumentáciu, okrem dokument neposkytol pvs os potreba identifikácie kuv iný dokumentácia ,statutar,0
813," 5 zákona sa do registra pvs („register“) zapisujú namiesto kuv vmkuv a vmkuv príslušného pvs, ak je pvs: (a) emitentom cenných papierov obchodovaných na regulovanom trhu, ktorý podlieha požiadavkám na uverejňovanie informácií podľa osobitného predpisu, rovnocenného právneho predpisu členského štátu európskej únie alebo iného štátu, ktorý je bratislava/26117"," 1 $ 4 ods . 5 zákon register pvs ( „ register “ ) zapisujú namiesto kuv vmkuv vmkuv príslušného pvs , byť pvs : ( ) emitentom cenných papier obchodovaný regulovanom trh , podlieha požiadavka uverejňovanie informácia osobitný predpisu , rovnocenného právneho predpisu členského štát európsky únia iný štát , byť bratislava/26117 ",statutar,0
814,"4 vo svetle vyššie uvedeného platí, že pri pvs, ktorý je priamo alebo nepriamo výlučne majetkovo ovládaný a riadený príslušným emitentom, sa do registra zapisujú vmkuv daného pvs, ato bez ohľadu na skutočnosť, či na vrchole danej korporátnej skupiny existujú alebo neexistujú kuv ktorí by spĺňali niektorý z definičných znakov podľa 86a ods","4 svetlo vysoko uvedeného platiť , pvs , byť priamo nepriamo výlučne majetkovo ovládaný riadený príslušný emitentom , register zapisujú vmkuv daného pvs , ato ohľadu skutočnosť , vrchol daný korporátnej skupina existovať neexistujú kuv spĺňali definičných znak 86a ods ",statutar,0
815,1 v súlade s výkladovým stanoviskom a poskytnutými dokumentmi pvs spĺňa podmienky na zápis vmkuv do registra podľa 8 4 ods, 1 súlad výkladovým stanoviskom poskytnutými dokumentmi pvs spĺňa podmienka zápis vmkuv register 8 4 ods ,statutar,0
816," c) zákona zistila, že súčasťou vlastníckej štruktúry ani riadiacej štruktúry pvs, vrátane kuv identifikovaných vyššie, nie je žiadny verejný funkcionár vykonávajúci funkciu v slovenskej republike podľa čl","28 4 os postupom $ 11 ods . 5 vspojení ods . 6 písm . c ) zákon zistiť , súčasť vlastnícky štruktúry riadiacej štruktúry pvs , vrátane kuv identifikovaných vysoko , nie byť žiadny verejný funkcionár vykonávajúci funkcia slovenský republike čl ",statutar,0
817, 1 posudzovaná dokumentácia os vychádzala pri verifikácii kuv pvs podľa $ 6a a nasl, 1 posudzovaná dokumentácia os vychádzať verifikácii kuv pvs $ 6a nasl ,statutar,0
818," 5 zákona sa do registra pvs („register“) zapisujú namiesto kuv vmkuv a vmkuv príslušného pvs, ak je pvs: (a) emitentom cenných papierov obchodovaných na regulovanom trhu, ktorý podlieha požiadavkám na uverejňovanie informácií podľa osobitného predpisu, rovnocenného právneho predpisu členského štátu európskej únie alebo iného štátu, ktorý je bratislava/26117"," 1 $ 4 ods . 5 zákon register pvs ( „ register “ ) zapisujú namiesto kuv vmkuv vmkuv príslušného pvs , byť pvs : ( ) emitentom cenných papier obchodovaný regulovanom trh , podlieha požiadavka uverejňovanie informácia osobitný predpisu , rovnocenného právneho predpisu členského štát európsky únia iný štát , byť bratislava/26117 ",statutar,0
819,"4 vo svetle vyššie uvedeného platí, že pri pvs, ktorý je priamo alebo nepriamo výlučne majetkovo ovládaný a riadený príslušným emitentom, sa do registra zapisujú vmkuv daného pvs, ato bez ohľadu na skutočnosť, či na vrchole danej korporátnej skupiny existujú alebo neexistujú kuv ktorí by spĺňali niektorý z definičných znakov podľa 86a ods","4 svetlo vysoko uvedeného platiť , pvs , byť priamo nepriamo výlučne majetkovo ovládaný riadený príslušný emitentom , register zapisujú vmkuv daného pvs , ato ohľadu skutočnosť , vrchol daný korporátnej skupina existovať neexistujú kuv spĺňali definičných znak 86a ods ",statutar,0
820," s ohľadom na vyššie uvedené, os zapisuje do registra nasledovných vmkuv pvs, ktorí sa vzmysle $ 6a ods"," ohľadom vysoko uvedený , os zapisuje register nasledovný vmkuv pvs , vzmysle $ 6a ods ",statutar,0
821,1 žiadna osoba identifikovaná ako kuv pvs nie je verejným funkcionárom vykonávajúcim funkciu v slovenskej republike v zmysle čl, 1 žiaden osoba identifikovaná kuv pvs nie byť verejný funkcionárom vykonávajúcim funkcia slovenský republike zmysel čl ,statutar,0
